Dataset,categorical_indices,Encoding Method,Method,Imbalance Ratio,Archetype Setting,Minority Sample Setting,Use Archetypes,Seed,n_folds,classification_report,Weighted F1 Score
diabetes,[],ordinal,none,0.15,None,None,False,9730,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.728507  0.969880  0.832041  166.000000           0.708277     1  9730
1             1   0.857143  0.333333  0.480000   90.000000           0.708277     1  9730
2      accuracy   0.746094  0.746094  0.746094    0.746094           0.708277     1  9730
3     macro avg   0.792825  0.651606  0.656021  256.000000           0.708277     1  9730
4  weighted avg   0.773730  0.746094  0.708277  256.000000           0.708277     1  9730
0             0   0.690678  0.976048  0.808933  167.000000           0.629767     2  9730
1             1   0.800000  0.179775  0.293578   89.000000           0.629767     2  9730
2      accuracy   0.699219  0.699219  0.699219    0.699219           0.629767     2  9730
3     macro avg   0.745339  0.577912  0.551255  256.000000           0.629767     2  9730
4  weighted avg   0.728684  0.699219  0.629767  256.000000           0.629767     2  9730
0             0   0.707763  0.928144  0.803109  167.000000           0.661862     3  9730
1             1   0.675676  0.280899  0.396825   89.000000           0.661862     3  9730
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.661862     3  9730
3     macro avg   0.691719  0.604521  0.599967  256.000000           0.661862     3  9730
4  weighted avg   0.696607  0.703125  0.661862  256.000000           0.661862     3  9730",0.7082768087855297
diabetes,[],ordinal,none,0.2,None,None,False,9730,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.728507  0.969880  0.832041  166.000000           0.708277     1  9730
1             1   0.857143  0.333333  0.480000   90.000000           0.708277     1  9730
2      accuracy   0.746094  0.746094  0.746094    0.746094           0.708277     1  9730
3     macro avg   0.792825  0.651606  0.656021  256.000000           0.708277     1  9730
4  weighted avg   0.773730  0.746094  0.708277  256.000000           0.708277     1  9730
0             0   0.690678  0.976048  0.808933  167.000000           0.629767     2  9730
1             1   0.800000  0.179775  0.293578   89.000000           0.629767     2  9730
2      accuracy   0.699219  0.699219  0.699219    0.699219           0.629767     2  9730
3     macro avg   0.745339  0.577912  0.551255  256.000000           0.629767     2  9730
4  weighted avg   0.728684  0.699219  0.629767  256.000000           0.629767     2  9730
0             0   0.707763  0.928144  0.803109  167.000000           0.661862     3  9730
1             1   0.675676  0.280899  0.396825   89.000000           0.661862     3  9730
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.661862     3  9730
3     macro avg   0.691719  0.604521  0.599967  256.000000           0.661862     3  9730
4  weighted avg   0.696607  0.703125  0.661862  256.000000           0.661862     3  9730",0.7082768087855297
diabetes,[],ordinal,none,0.25,None,None,False,9730,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.740741  0.963855  0.837696  166.000000           0.727088     1  9730
1             1   0.850000  0.377778  0.523077   90.000000           0.727088     1  9730
2      accuracy   0.757812  0.757812  0.757812    0.757812           0.727088     1  9730
3     macro avg   0.795370  0.670817  0.680387  256.000000           0.727088     1  9730
4  weighted avg   0.779152  0.757812  0.727088  256.000000           0.727088     1  9730
0             0   0.748815  0.946108  0.835979  167.000000           0.732146     2  9730
1             1   0.800000  0.404494  0.537313   89.000000           0.732146     2  9730
2      accuracy   0.757812  0.757812  0.757812    0.757812           0.732146     2  9730
3     macro avg   0.774408  0.675301  0.686646  256.000000           0.732146     2  9730
4  weighted avg   0.766610  0.757812  0.732146  256.000000           0.732146     2  9730
0             0   0.721154  0.898204  0.800000  167.000000           0.679208     3  9730
1             1   0.645833  0.348315  0.452555   89.000000           0.679208     3  9730
2      accuracy   0.707031  0.707031  0.707031    0.707031           0.679208     3  9730
3     macro avg   0.683494  0.623259  0.626277  256.000000           0.679208     3  9730
4  weighted avg   0.694968  0.707031  0.679208  256.000000           0.679208     3  9730",0.7270879480467176
diabetes,[],ordinal,none,0.15,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.684647  0.988024  0.808824  167.000000           0.614545     1  6936
1             1   0.866667  0.146067  0.250000   89.000000           0.614545     1  6936
2      accuracy   0.695312  0.695312  0.695312    0.695312           0.614545     1  6936
3     macro avg   0.775657  0.567046  0.529412  256.000000           0.614545     1  6936
4  weighted avg   0.747927  0.695312  0.614545  256.000000           0.614545     1  6936
0             0   0.758621  0.922156  0.832432  167.000000           0.738895     2  6936
1             1   0.754717  0.449438  0.563380   89.000000           0.738895     2  6936
2      accuracy   0.757812  0.757812  0.757812    0.757812           0.738895     2  6936
3     macro avg   0.756669  0.685797  0.697906  256.000000           0.738895     2  6936
4  weighted avg   0.757264  0.757812  0.738895  256.000000           0.738895     2  6936
0             0   0.708333  0.921687  0.801047  166.000000           0.665463     3  6936
1             1   0.675000  0.300000  0.415385   90.000000           0.665463     3  6936
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.665463     3  6936
3     macro avg   0.691667  0.610843  0.608216  256.000000           0.665463     3  6936
4  weighted avg   0.696615  0.703125  0.665463  256.000000           0.665463     3  6936",0.6145450367647058
diabetes,[],ordinal,none,0.2,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.684647  0.988024  0.808824  167.000000           0.614545     1  6936
1             1   0.866667  0.146067  0.250000   89.000000           0.614545     1  6936
2      accuracy   0.695312  0.695312  0.695312    0.695312           0.614545     1  6936
3     macro avg   0.775657  0.567046  0.529412  256.000000           0.614545     1  6936
4  weighted avg   0.747927  0.695312  0.614545  256.000000           0.614545     1  6936
0             0   0.758621  0.922156  0.832432  167.000000           0.738895     2  6936
1             1   0.754717  0.449438  0.563380   89.000000           0.738895     2  6936
2      accuracy   0.757812  0.757812  0.757812    0.757812           0.738895     2  6936
3     macro avg   0.756669  0.685797  0.697906  256.000000           0.738895     2  6936
4  weighted avg   0.757264  0.757812  0.738895  256.000000           0.738895     2  6936
0             0   0.708333  0.921687  0.801047  166.000000           0.665463     3  6936
1             1   0.675000  0.300000  0.415385   90.000000           0.665463     3  6936
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.665463     3  6936
3     macro avg   0.691667  0.610843  0.608216  256.000000           0.665463     3  6936
4  weighted avg   0.696615  0.703125  0.665463  256.000000           0.665463     3  6936",0.6145450367647058
diabetes,[],ordinal,none,0.25,None,None,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.721239  0.976048  0.829517  167.000000           0.693047     1  6936
1             1   0.866667  0.292135  0.436975   89.000000           0.693047     1  6936
2      accuracy   0.738281  0.738281  0.738281    0.738281           0.693047     1  6936
3     macro avg   0.793953  0.634091  0.633246  256.000000           0.693047     1  6936
4  weighted avg   0.771798  0.738281  0.693047  256.000000           0.693047     1  6936
0             0   0.797872  0.898204  0.845070  167.000000           0.777142     2  6936
1             1   0.750000  0.573034  0.649682   89.000000           0.777142     2  6936
2      accuracy   0.785156  0.785156  0.785156    0.785156           0.777142     2  6936
3     macro avg   0.773936  0.735619  0.747376  256.000000           0.777142     2  6936
4  weighted avg   0.781229  0.785156  0.777142  256.000000           0.777142     2  6936
0             0   0.730392  0.897590  0.805405  166.000000           0.695561     3  6936
1             1   0.673077  0.388889  0.492958   90.000000           0.695561     3  6936
2      accuracy   0.718750  0.718750  0.718750    0.718750           0.695561     3  6936
3     macro avg   0.701735  0.643240  0.649182  256.000000           0.695561     3  6936
4  weighted avg   0.710242  0.718750  0.695561  256.000000           0.695561     3  6936",0.6930469468321679
diabetes,[],ordinal,none,0.15,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.718750  0.964072  0.823529  167.000000           0.686630     1  9283
1             1   0.812500  0.292135  0.429752   89.000000           0.686630     1  9283
2      accuracy   0.730469  0.730469  0.730469    0.730469           0.686630     1  9283
3     macro avg   0.765625  0.628103  0.626641  256.000000           0.686630     1  9283
4  weighted avg   0.751343  0.730469  0.686630  256.000000           0.686630     1  9283
0             0   0.752381  0.946108  0.838196  167.000000           0.737359     2  9283
1             1   0.804348  0.415730  0.548148   89.000000           0.737359     2  9283
2      accuracy   0.761719  0.761719  0.761719    0.761719           0.737359     2  9283
3     macro avg   0.778364  0.680919  0.693172  256.000000           0.737359     2  9283
4  weighted avg   0.770448  0.761719  0.737359  256.000000           0.737359     2  9283
0             0   0.710280  0.915663  0.800000  166.000000           0.667898     3  9283
1             1   0.666667  0.311111  0.424242   90.000000           0.667898     3  9283
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.667898     3  9283
3     macro avg   0.688474  0.613387  0.612121  256.000000           0.667898     3  9283
4  weighted avg   0.694947  0.703125  0.667898  256.000000           0.667898     3  9283",0.6866302564414195
diabetes,[],ordinal,none,0.2,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.718750  0.964072  0.823529  167.000000           0.686630     1  9283
1             1   0.812500  0.292135  0.429752   89.000000           0.686630     1  9283
2      accuracy   0.730469  0.730469  0.730469    0.730469           0.686630     1  9283
3     macro avg   0.765625  0.628103  0.626641  256.000000           0.686630     1  9283
4  weighted avg   0.751343  0.730469  0.686630  256.000000           0.686630     1  9283
0             0   0.752381  0.946108  0.838196  167.000000           0.737359     2  9283
1             1   0.804348  0.415730  0.548148   89.000000           0.737359     2  9283
2      accuracy   0.761719  0.761719  0.761719    0.761719           0.737359     2  9283
3     macro avg   0.778364  0.680919  0.693172  256.000000           0.737359     2  9283
4  weighted avg   0.770448  0.761719  0.737359  256.000000           0.737359     2  9283
0             0   0.710280  0.915663  0.800000  166.000000           0.667898     3  9283
1             1   0.666667  0.311111  0.424242   90.000000           0.667898     3  9283
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.667898     3  9283
3     macro avg   0.688474  0.613387  0.612121  256.000000           0.667898     3  9283
4  weighted avg   0.694947  0.703125  0.667898  256.000000           0.667898     3  9283",0.6866302564414195
diabetes,[],ordinal,none,0.25,None,None,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.751220  0.922156  0.827957  167.000000           0.728840     1  9283
1             1   0.745098  0.426966  0.542857   89.000000           0.728840     1  9283
2      accuracy   0.750000  0.750000  0.750000    0.750000           0.728840     1  9283
3     macro avg   0.748159  0.674561  0.685407  256.000000           0.728840     1  9283
4  weighted avg   0.749091  0.750000  0.728840  256.000000           0.728840     1  9283
0             0   0.757426  0.916168  0.829268  167.000000           0.735461     2  9283
1             1   0.740741  0.449438  0.559441   89.000000           0.735461     2  9283
2      accuracy   0.753906  0.753906  0.753906    0.753906           0.735461     2  9283
3     macro avg   0.749083  0.682803  0.694354  256.000000           0.735461     2  9283
4  weighted avg   0.751625  0.753906  0.735461  256.000000           0.735461     2  9283
0             0   0.729469  0.909639  0.809651  166.000000           0.696996     3  9283
1             1   0.693878  0.377778  0.489209   90.000000           0.696996     3  9283
2      accuracy   0.722656  0.722656  0.722656    0.722656           0.696996     3  9283
3     macro avg   0.711673  0.643708  0.649430  256.000000           0.696996     3  9283
4  weighted avg   0.716956  0.722656  0.696996  256.000000           0.696996     3  9283",0.7288402457757297
diabetes,[],ordinal,none,0.15,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.682008  0.976048  0.802956  167.000000           0.609077     1  4706
1             1   0.764706  0.146067  0.245283   89.000000           0.609077     1  4706
2      accuracy   0.687500  0.687500  0.687500    0.687500           0.609077     1  4706
3     macro avg   0.723357  0.561058  0.524119  256.000000           0.609077     1  4706
4  weighted avg   0.710759  0.687500  0.609077  256.000000           0.609077     1  4706
0             0   0.708520  0.946108  0.810256  167.000000           0.665348     2  4706
1             1   0.727273  0.269663  0.393443   89.000000           0.665348     2  4706
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.665348     2  4706
3     macro avg   0.717896  0.607885  0.601850  256.000000           0.665348     2  4706
4  weighted avg   0.715040  0.710938  0.665348  256.000000           0.665348     2  4706
0             0   0.696581  0.981928  0.815000  166.000000           0.647757     3  4706
1             1   0.863636  0.211111  0.339286   90.000000           0.647757     3  4706
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.647757     3  4706
3     macro avg   0.780109  0.596519  0.577143  256.000000           0.647757     3  4706
4  weighted avg   0.755312  0.710938  0.647757  256.000000           0.647757     3  4706",0.6090772841342132
diabetes,[],ordinal,none,0.2,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.682008  0.976048  0.802956  167.000000           0.609077     1  4706
1             1   0.764706  0.146067  0.245283   89.000000           0.609077     1  4706
2      accuracy   0.687500  0.687500  0.687500    0.687500           0.609077     1  4706
3     macro avg   0.723357  0.561058  0.524119  256.000000           0.609077     1  4706
4  weighted avg   0.710759  0.687500  0.609077  256.000000           0.609077     1  4706
0             0   0.708520  0.946108  0.810256  167.000000           0.665348     2  4706
1             1   0.727273  0.269663  0.393443   89.000000           0.665348     2  4706
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.665348     2  4706
3     macro avg   0.717896  0.607885  0.601850  256.000000           0.665348     2  4706
4  weighted avg   0.715040  0.710938  0.665348  256.000000           0.665348     2  4706
0             0   0.696581  0.981928  0.815000  166.000000           0.647757     3  4706
1             1   0.863636  0.211111  0.339286   90.000000           0.647757     3  4706
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.647757     3  4706
3     macro avg   0.780109  0.596519  0.577143  256.000000           0.647757     3  4706
4  weighted avg   0.755312  0.710938  0.647757  256.000000           0.647757     3  4706",0.6090772841342132
diabetes,[],ordinal,none,0.25,None,None,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.693966  0.964072  0.807018  167.000000           0.637211     1  4706
1             1   0.750000  0.202247  0.318584   89.000000           0.637211     1  4706
2      accuracy   0.699219  0.699219  0.699219    0.699219           0.637211     1  4706
3     macro avg   0.721983  0.583160  0.562801  256.000000           0.637211     1  4706
4  weighted avg   0.713446  0.699219  0.637211  256.000000           0.637211     1  4706
0             0   0.737864  0.910180  0.815013  167.000000           0.706748     2  4706
1             1   0.700000  0.393258  0.503597   89.000000           0.706748     2  4706
2      accuracy   0.730469  0.730469  0.730469    0.730469           0.706748     2  4706
3     macro avg   0.718932  0.651719  0.659305  256.000000           0.706748     2  4706
4  weighted avg   0.724700  0.730469  0.706748  256.000000           0.706748     2  4706
0             0   0.742718  0.921687  0.822581  166.000000           0.719218     3  4706
1             1   0.740000  0.411111  0.528571   90.000000           0.719218     3  4706
2      accuracy   0.742188  0.742188  0.742188    0.742188           0.719218     3  4706
3     macro avg   0.741359  0.666399  0.675576  256.000000           0.719218     3  4706
4  weighted avg   0.741763  0.742188  0.719218  256.000000           0.719218     3  4706",0.6372105942400248
diabetes,[],ordinal,none,0.15,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.688034  0.964072  0.802993  167.000000           0.624052     1  5071
1             1   0.727273  0.179775  0.288288   89.000000           0.624052     1  5071
2      accuracy   0.691406  0.691406  0.691406    0.691406           0.624052     1  5071
3     macro avg   0.707653  0.571924  0.545640  256.000000           0.624052     1  5071
4  weighted avg   0.701676  0.691406  0.624052  256.000000           0.624052     1  5071
0             0   0.702586  0.976048  0.817043  167.000000           0.656057     2  5071
1             1   0.833333  0.224719  0.353982   89.000000           0.656057     2  5071
2      accuracy   0.714844  0.714844  0.714844    0.714844           0.656057     2  5071
3     macro avg   0.767960  0.600384  0.585512  256.000000           0.656057     2  5071
4  weighted avg   0.748041  0.714844  0.656057  256.000000           0.656057     2  5071
0             0   0.711111  0.963855  0.818414  166.000000           0.675964     3  5071
1             1   0.806452  0.277778  0.413223   90.000000           0.675964     3  5071
2      accuracy   0.722656  0.722656  0.722656    0.722656           0.675964     3  5071
3     macro avg   0.758781  0.620817  0.615819  256.000000           0.675964     3  5071
4  weighted avg   0.744629  0.722656  0.675964  256.000000           0.675964     3  5071",0.6240523760980432
diabetes,[],ordinal,none,0.2,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.688034  0.964072  0.802993  167.000000           0.624052     1  5071
1             1   0.727273  0.179775  0.288288   89.000000           0.624052     1  5071
2      accuracy   0.691406  0.691406  0.691406    0.691406           0.624052     1  5071
3     macro avg   0.707653  0.571924  0.545640  256.000000           0.624052     1  5071
4  weighted avg   0.701676  0.691406  0.624052  256.000000           0.624052     1  5071
0             0   0.702586  0.976048  0.817043  167.000000           0.656057     2  5071
1             1   0.833333  0.224719  0.353982   89.000000           0.656057     2  5071
2      accuracy   0.714844  0.714844  0.714844    0.714844           0.656057     2  5071
3     macro avg   0.767960  0.600384  0.585512  256.000000           0.656057     2  5071
4  weighted avg   0.748041  0.714844  0.656057  256.000000           0.656057     2  5071
0             0   0.711111  0.963855  0.818414  166.000000           0.675964     3  5071
1             1   0.806452  0.277778  0.413223   90.000000           0.675964     3  5071
2      accuracy   0.722656  0.722656  0.722656    0.722656           0.675964     3  5071
3     macro avg   0.758781  0.620817  0.615819  256.000000           0.675964     3  5071
4  weighted avg   0.744629  0.722656  0.675964  256.000000           0.675964     3  5071",0.6240523760980432
diabetes,[],ordinal,none,0.25,None,None,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.693694  0.922156  0.791774  167.000000           0.635221     1  5071
1             1   0.617647  0.235955  0.341463   89.000000           0.635221     1  5071
2      accuracy   0.683594  0.683594  0.683594    0.683594           0.635221     1  5071
3     macro avg   0.655670  0.579055  0.566619  256.000000           0.635221     1  5071
4  weighted avg   0.667256  0.683594  0.635221  256.000000           0.635221     1  5071
0             0   0.726852  0.940120  0.819843  167.000000           0.696520     2  5071
1             1   0.750000  0.337079  0.465116   89.000000           0.696520     2  5071
2      accuracy   0.730469  0.730469  0.730469    0.730469           0.696520     2  5071
3     macro avg   0.738426  0.638599  0.642480  256.000000           0.696520     2  5071
4  weighted avg   0.734899  0.730469  0.696520  256.000000           0.696520     2  5071
0             0   0.742857  0.939759  0.829787  166.000000           0.724186     3  5071
1             1   0.782609  0.400000  0.529412   90.000000           0.724186     3  5071
2      accuracy   0.750000  0.750000  0.750000    0.750000           0.724186     3  5071
3     macro avg   0.762733  0.669880  0.679599  256.000000           0.724186     3  5071
4  weighted avg   0.756832  0.750000  0.724186  256.000000           0.724186     3  5071",0.6352205663364475
diabetes,[],ordinal,random_undersampling,0.15,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.826087  0.801205  0.813456  166.000000           0.763117     1  8940
1             1   0.652632  0.688889  0.670270   90.000000           0.763117     1  8940
2      accuracy   0.761719  0.761719  0.761719    0.761719           0.763117     1  8940
3     macro avg   0.739359  0.745047  0.741863  256.000000           0.763117     1  8940
4  weighted avg   0.765107  0.761719  0.763117  256.000000           0.763117     1  8940
0             0   0.829787  0.700599  0.759740  167.000000           0.717157     2  8940
1             1   0.565217  0.730337  0.637255   89.000000           0.717157     2  8940
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.717157     2  8940
3     macro avg   0.697502  0.715468  0.698498  256.000000           0.717157     2  8940
4  weighted avg   0.737808  0.710938  0.717157  256.000000           0.717157     2  8940
0             0   0.801418  0.676647  0.733766  167.000000           0.686580     3  8940
1             1   0.530435  0.685393  0.598039   89.000000           0.686580     3  8940
2      accuracy   0.679688  0.679688  0.679688    0.679688           0.686580     3  8940
3     macro avg   0.665927  0.681020  0.665903  256.000000           0.686580     3  8940
4  weighted avg   0.707209  0.679688  0.686580  256.000000           0.686580     3  8940",0.7631170447970906
diabetes,[],ordinal,random_undersampling,0.2,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.826087  0.801205  0.813456  166.000000           0.763117     1  8940
1             1   0.652632  0.688889  0.670270   90.000000           0.763117     1  8940
2      accuracy   0.761719  0.761719  0.761719    0.761719           0.763117     1  8940
3     macro avg   0.739359  0.745047  0.741863  256.000000           0.763117     1  8940
4  weighted avg   0.765107  0.761719  0.763117  256.000000           0.763117     1  8940
0             0   0.829787  0.700599  0.759740  167.000000           0.717157     2  8940
1             1   0.565217  0.730337  0.637255   89.000000           0.717157     2  8940
2      accuracy   0.710938  0.710938  0.710938    0.710938           0.717157     2  8940
3     macro avg   0.697502  0.715468  0.698498  256.000000           0.717157     2  8940
4  weighted avg   0.737808  0.710938  0.717157  256.000000           0.717157     2  8940
0             0   0.801418  0.676647  0.733766  167.000000           0.686580     3  8940
1             1   0.530435  0.685393  0.598039   89.000000           0.686580     3  8940
2      accuracy   0.679688  0.679688  0.679688    0.679688           0.686580     3  8940
3     macro avg   0.665927  0.681020  0.665903  256.000000           0.686580     3  8940
4  weighted avg   0.707209  0.679688  0.686580  256.000000           0.686580     3  8940",0.7631170447970906
diabetes,[],ordinal,random_undersampling,0.25,None,None,False,8940,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.844156  0.783133  0.812500  166.000000           0.768555     1  8940
1             1   0.647059  0.733333  0.687500   90.000000           0.768555     1  8940
2      accuracy   0.765625  0.765625  0.765625    0.765625           0.768555     1  8940
3     macro avg   0.745607  0.758233  0.750000  256.000000           0.768555     1  8940
4  weighted avg   0.774864  0.765625  0.768555  256.000000           0.768555     1  8940
0             0   0.835821  0.670659  0.744186  167.000000           0.706252     2  8940
1             1   0.549180  0.752809  0.635071   89.000000           0.706252     2  8940
2      accuracy   0.699219  0.699219  0.699219    0.699219           0.706252     2  8940
3     macro avg   0.692501  0.711734  0.689629  256.000000           0.706252     2  8940
4  weighted avg   0.736169  0.699219  0.706252  256.000000           0.706252     2  8940
0             0   0.885714  0.556886  0.683824  167.000000           0.669167     3  8940
1             1   0.509934  0.865169  0.641667   89.000000           0.669167     3  8940
2      accuracy   0.664062  0.664062  0.664062    0.664062           0.669167     3  8940
3     macro avg   0.697824  0.711027  0.662745  256.000000           0.669167     3  8940
4  weighted avg   0.755072  0.664062  0.669167  256.000000           0.669167     3  8940",0.7685546875
diabetes,[],ordinal,random_undersampling,0.15,None,None,False,2162,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.842466  0.736527  0.785942  167.000000           0.743311     1  2162
1             1   0.600000  0.741573  0.663317   89.000000           0.743311     1  2162
2      accuracy   0.738281  0.738281  0.738281    0.738281           0.743311     1  2162
3     macro avg   0.721233  0.739050  0.724630  256.000000           0.743311     1  2162
4  weighted avg   0.758171  0.738281  0.743311  256.000000           0.743311     1  2162
0             0   0.834437  0.754491  0.792453  167.000000           0.746333     2  2162
1             1   0.609524  0.719101  0.659794   89.000000           0.746333     2  2162
2      accuracy   0.742188  0.742188  0.742188    0.742188           0.746333     2  2162
3     macro avg   0.721980  0.736796  0.726123  256.000000           0.746333     2  2162
4  weighted avg   0.756245  0.742188  0.746333  256.000000           0.746333     2  2162
0             0   0.804054  0.716867  0.757962  166.000000           0.708110     3  2162
1             1   0.564815  0.677778  0.616162   90.000000           0.708110     3  2162
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.708110     3  2162
3     macro avg   0.684434  0.697323  0.687062  256.000000           0.708110     3  2162
4  weighted avg   0.719947  0.703125  0.708110  256.000000           0.708110     3  2162",0.7433108283028561
diabetes,[],ordinal,random_undersampling,0.2,None,None,False,2162,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.842466  0.736527  0.785942  167.000000           0.743311     1  2162
1             1   0.600000  0.741573  0.663317   89.000000           0.743311     1  2162
2      accuracy   0.738281  0.738281  0.738281    0.738281           0.743311     1  2162
3     macro avg   0.721233  0.739050  0.724630  256.000000           0.743311     1  2162
4  weighted avg   0.758171  0.738281  0.743311  256.000000           0.743311     1  2162
0             0   0.834437  0.754491  0.792453  167.000000           0.746333     2  2162
1             1   0.609524  0.719101  0.659794   89.000000           0.746333     2  2162
2      accuracy   0.742188  0.742188  0.742188    0.742188           0.746333     2  2162
3     macro avg   0.721980  0.736796  0.726123  256.000000           0.746333     2  2162
4  weighted avg   0.756245  0.742188  0.746333  256.000000           0.746333     2  2162
0             0   0.804054  0.716867  0.757962  166.000000           0.708110     3  2162
1             1   0.564815  0.677778  0.616162   90.000000           0.708110     3  2162
2      accuracy   0.703125  0.703125  0.703125    0.703125           0.708110     3  2162
3     macro avg   0.684434  0.697323  0.687062  256.000000           0.708110     3  2162
4  weighted avg   0.719947  0.703125  0.708110  256.000000           0.708110     3  2162",0.7433108283028561
diabetes,[],ordinal,random_undersampling,0.25,None,None,False,2162,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.760234  0.778443  0.769231  167.000000           0.693613     1  2162
1             1   0.564706  0.539326  0.551724   89.000000           0.693613     1  2162
2      accuracy   0.695312  0.695312  0.695312    0.695312           0.693613     1  2162
3     macro avg   0.662470  0.658884  0.660477  256.000000           0.693613     1  2162
4  weighted avg   0.692257  0.695312  0.693613  256.000000           0.693613     1  2162
0             0   0.839744  0.784431  0.811146  167.000000           0.764595     2  2162
1             1   0.640000  0.719101  0.677249   89.000000           0.764595     2  2162
2      accuracy   0.761719  0.761719  0.761719    0.761719           0.764595     2  2162
3     macro avg   0.739872  0.751766  0.744197  256.000000           0.764595     2  2162
4  weighted avg   0.770301  0.761719  0.764595  256.000000           0.764595     2  2162
0             0   0.773585  0.740964  0.756923  166.000000           0.693859     3  2162
1             1   0.556701  0.600000  0.577540   90.000000           0.693859     3  2162
2      accuracy   0.691406  0.691406  0.691406    0.691406           0.693859     3  2162
3     macro avg   0.665143  0.670482  0.667232  256.000000           0.693859     3  2162
4  weighted avg   0.697337  0.691406  0.693859  256.000000           0.693859     3  2162",0.6936132294429709
diabetes,[],ordinal,random_undersampling,0.15,None,None,False,1582,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0             0   0.829060  0.580838  0.683099  167.000000           0.656039     1  1582
1             1   0.496403  0.775281  0.605263   89.000000           0.656039     1  1582
2      accuracy   0.648438  0.648438  0.648438    0.648438           0.656039     1  1582
3     macro avg   0.662731  0.678060  0.644181  256.000000           0.656039     1  1582
4  weighted avg   0.713410  0.648438  0.656039  256.000000           0.656039     1  1582
0             0   0.876106  0.592814  0.707143  167.000000           0.686078     2  1582
1             1   0.524476  0.842697  0.646552   89.000000           0.686078     2  1582
2      accuracy   0.679688  0.679688  0.679688    0.679688           0.686078     2  1582
3     macro avg   0.700291  0.717756  0.676847  256.000000           0.686078     2  1582
4  weighted avg   0.753860  0.679688  0.686078  256.000000           0.686078     2  1582
0             0   0.880597  0.710843  0.786667  166.000000           0.755535     3  1582
1             1   0.606557  0.822222  0.698113   90.000000           0.755535     3  1582
2      accuracy   0.750000  0.750000  0.750000    0.750000           0.755535     3  1582
3     macro avg   0.743577  0.766533  0.742390  256.000000           0.755535     3  1582
4  weighted avg   0.784255  0.750000  0.755535  256.000000           0.755535     3  1582",0.656038616567828
